codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,estado_master,lote_origen,archivo_origen
ING-0828,PAN RALLADO HS 5 KG,0.0,1.2,CONSUM,CONSUM pan rallado clásico 500 g,0.6,500 g,2026-06-13,https://tienda.consum.es/es/p/placas-para-lasana-y-canelones-sin-gluten/7360795,"Precio con IVA. €/kg indicado en productos relacionados. Equivalente retail, no saco 5 kg.",ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0829,PAN TOSTADO MINI BISCOTES 320G,0.0,,PENDIENTE,,,,2026-06-13,,Mini biscotes 320 g: no localizado equivalente oficial claro.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0830,PAN TRAMEZZINI,0.0,6.5,MAKRO,METRO Chef pan molde tramezzino 1 kg,6.5,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X158431/0032/0021/METRO-Chef-pan-molde-tramezzino-1Kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0832,PASTA BRICK 180 G,0.0,15.8824,MAKRO,JR pasta brik 10 hojas 170 g,2.7,170 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X41036/0032/0021/Jr-Pasta-brik-10-hojas-170g,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0833,PASTA CANELON 20 UNID 160 G,0.0,12.8,CONSUM,EL PAVO canelón fácil precocido 18 placas 125 g,1.6,125 g,2026-06-13,https://tienda.consum.es/es/p/canelon-facil-precocido-caja-18-placas/7298198,"Producto equivalente: 18 placas, no 20 uds/160 g. Precio con IVA. €/kg indicado.",ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0834,PASTA FILO 500 G MAKRO,0.0,16.52,MAKRO,JR pasta filo fresca 500 g,8.26,500 g,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X65793/0032/0021/Jr-pasta-filo-fresca-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0835,PASTA ITALIANA FUSSILI espirales,0.0,3.38,CONSUM,BARILLA fusilli 500 g,1.69,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/pastas/pasta-italiana/2719,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0836,PASTA KATAIFI KANAKI 500GR FRESCA,0.0,9.14,MAKRO,JR pasta kataifi fresca 500 g,4.57,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X65836/0032/0021/Pasta-Kataifi-fresca-jr-GIORDANI-bolsa-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0837,PASTA LASAÑA 18 u =200 g,0.0,8.25,CONSUM,EL PAVO lasaña fácil precocida 18 placas 200 g,1.65,200 g,2026-06-13,https://tienda.consum.es/es/p/lasana-facil-precocida-caja-18-placas/7024578,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0838,PASTA LASAÑA BLANCA 18X10,0.0,,PENDIENTE,,,,2026-06-13,,Pasta lasaña blanca 18x10: no localizado equivalente exacto; no sustituyo por lasaña normal.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0839,PASTA LASAÑA VERDE 18 U,0.0,,PENDIENTE,,,,2026-06-13,,Pasta lasaña verde 18 uds: no localizado equivalente exacto; no sustituyo por lasaña normal.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0840,PASTA MACARRON 1k,0.0,1.6,CONSUM,CONSUM macarrones finos 500 g,0.8,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/pastas/1659?page=2,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0841,PASTA PACCHERI 500 GRAMOS,0.0,,PENDIENTE,,,,2026-06-13,,Pasta paccheri 500 g: no localizado precio claro; revisar proveedor italiano.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0842,PASTA RAVIOLI WANTOON 250G,0.0,9.96,MAKRO,Lakovo pasta ravioli wonton 250 g,2.49,250 g,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/congelados/panader%C3%ADa-congelada/masa-congelada,Precio con IVA/IGIC incluido según categoría. Convertido a €/kg.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0843,PASTA TAMARINDO,0.0,,PENDIENTE,,,,2026-06-13,,Pasta de tamarindo: no es pasta alimentaria seca; reservar para lote09/salsas asiáticas.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0845,PATE CERDO la piara LT 800g,0.0,,PENDIENTE,,,,2026-06-13,,Paté de cerdo formato 800 g no localizado con precio oficial claro en Makro/Consum/Mercadona.,PENDIENTE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0848,"PERA EN ALMIBAR 1,5k",0.0,,PENDIENTE,,,,2026-06-13,,Pera en almíbar: reservar para lote09 conservas de frutas.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0855,"PIÑA EN ALMIBAR 1,795K",0.0,6.1838,MAKRO,ARO piña en rodajas en almíbar ligero lata 1795 g neto escurrido,11.1,1795 g neto escurrido,2026-06-13,https://tienda.makro.es/ordercapture/uidispatcher/static/shop/pv/BTY-X217990/0032/0021/aro-pi%C3%B1a-en-rodajas-en-alm%C3%ADbar-ligero-lata-1795-gne-%283050-g%29,Precio con IVA/IGIC incluido. Convertido a €/kg neto escurrido.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0856,"PIÑA EN SU JUGO 1,795 K",0.0,5.3036,MAKRO,METRO Chef piña en rodajas en su jugo lata 1795 g neto escurrido,9.52,1795 g neto escurrido,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X136873/0032/0021/METRO-Chef-pi%C3%B1a-en-rodajas-en-su-jugo-lata-1795gne-%283050-g%29,Precio con IVA/IGIC incluido. Convertido a €/kg neto escurrido.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0860,REGALIZ EN POLVO 750,0.0,,PENDIENTE,,,,2026-06-13,,Regaliz en polvo 750 g: no localizado precio oficial claro.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0889,TALLARIN ARO 1 KG,0.0,1.6,CONSUM,CONSUM tallarines paquete 500 g,0.8,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/pastas/1659?page=2,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0909,VINAGRE MANZANA 750ML,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: vinagre de manzana; reservar para lote09 almacén seco.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0910,WASABI EN POLVO 35G,0.0,,PENDIENTE,,,,2026-06-13,,Wasabi en polvo 35 g: no localizado precio oficial claro; no sustituir por pasta wasabi.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0911,WASABI PASTA 45GR,0.0,66.4444,CONSUM,BLUE DRAGON wasabi pasta 45 g,2.99,45 g,2026-06-13,https://tienda.consum.es/es/p/wasabi-pasta/7250249,Precio con IVA. Convertido a €/kg desde 45 g.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0913,"AGUA PET SOLAN DE CABRAS 1,5 L X 6 UD",0.0,0.7367,MAKRO,"Solán de Cabras agua PET 1,5 L x 6 unidades",4.42,"6 botellas x 1,5 L",2026-06-13,https://tienda.makro.es/ordercapture/uidispatcher/static/shop/pv/BTY-X709621/0033/0021/SOL%C3%81N-DE-CABRAS-agua-pet-1-5L-contiene-6-unidades,"Precio con IVA/IGIC incluido. Normalizado a €/botella de 1,5 L.",ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0914,"AGUA PET SOLAN DE CABRAS 0,5 L X 20 UD",0.0,0.6705,MAKRO,Solán de Cabras agua PET 50 cl x 20 unidades,13.41,20 botellas x 50 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X112328/0032/0021/SOL%C3%81N-DE-CABRAS-agua-pet-50cl-contiene-20-unidades,Precio con IVA/IGIC incluido. Normalizado a €/botella de 50 cl.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0915,AGUA 33CL PLASTICO MAKRO pak 35,0.0,0.3097,MAKRO,Cabreiroa agua PET 33 cl x 35 unidades,10.84,35 botellas x 33 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X646636/0032/0021/Cabreiroa-agua-pet-33cl-contiene-35-unidades,Precio con IVA/IGIC incluido. Normalizado a €/botella de 33 cl.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0916,AGUA 5 L GARRAFA MAKRO,0.0,0.144,MAKRO,ARO agua garrafa 5 L,0.72,5 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X206293/0034/0021/Aro-agua-garrafa-5-L,Precio con IVA/IGIC incluido. Normalizado a €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0917,AGUA GAS VICHY 12 X 1L,0.0,1.3192,MAKRO,Vichy Catalan agua con gas botella 1 L x 12 unidades,15.83,12 botellas x 1 L,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X378121/0032/0021/VICHY-CATALAN-agua-con-gas-botella-1-L-contiene-12-unidades,Precio con IVA/IGIC incluido. Normalizado a €/botella de 1 L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0918,AMARETO,0.0,21.6143,MAKRO,DISARONNO licor amaretto botella 70 cl,15.13,70 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X872446/0032/0021/DISARONNO-licor-amaretto-70cl,Precio con IVA/IGIC incluido. Normalizado a €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0919,ANIS DULCE la castellana,0.0,9.8286,MAKRO,La Castellana anís dulce botella 70 cl,6.88,70 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X151332/0032/0021/La-Castellana-an%C3%ADs-dulce-botella-70cl,Precio con IVA/IGIC incluido. Normalizado a €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0920,ANIS SECO,0.0,14.27,MAKRO,Chinchón de la Alcoholera anís seco botella 1 L,14.27,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X62858/0032/0021/CHINCHON-DE-LA-ALCOHOLERA-anis-seco-1L,Precio con IVA/IGIC incluido. €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0921,ARMAGNAC,0.0,36.8,MAKRO,Saint Vivant armagnac botella 70 cl,25.76,70 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X211620/0032/0021/Saint-Vivant-armagnac-botella-70cl,Precio con IVA/IGIC incluido. Normalizado a €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0922,AZUCAR SOBRES 1000 UNI,0.0,0.0126,MAKRO,RIOBA azúcar blanco monodosis 1000 uds x 6 g,12.64,1000 uds,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X206726/0032/0021/RIOBA-Az%C3%BAcar-blanco-en-sobre-monodosis-1000-ud.-x-6g,Precio con IVA/IGIC incluido. Precio normalizado a €/sobre.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0923,AZUCAR MORENO SOBRES 500 UNI,0.0,0.0189,MAKRO,RIOBA azúcar moreno en sobre 600 uds x 6 g,11.36,600 uds,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X206727/0032/0021/RIOBA-Az%C3%BAcar-moreno-en-sobre-600-ud.-x-6g,Precio con IVA/IGIC incluido. Equivalente no exacto a 500 uds. Precio normalizado a €/sobre.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0924,BAILEYS IRISH CREAM,0.0,11.5,MAKRO,BAILEYS licor crema botella 1 L,11.5,1 L,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/bebidas/espirituosos/cremas-de-licor,Precio con IVA/IGIC incluido. €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0925,BITTER ANGOSTURA 20CL,0.0,72.9,MAKRO,ANGOSTURA Bitters botella 20 cl,14.58,20 cl,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X5544/0032/0021/Angostura-Bitters-botella-20cl,Precio con IVA/IGIC incluido. Normalizado a €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0926,BRANDY DON PABLO cocina,0.0,,PENDIENTE,,,,2026-06-13,,Brandy Don Pablo cocina: no localizado precio oficial claro. No sustituyo por brandy genérico sin confirmación.,PENDIENTE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0927,BRANDY CARDENAL MENDOZA,0.0,29.5429,MAKRO,Cardenal Mendoza brandy botella 70 cl,20.68,70 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X76053/0032/0021/Cardenal-Mendoza-brandy-botella-70cl,Precio con IVA/IGIC incluido. Normalizado a €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0928,BRANDY MASCARÓ,0.0,,PENDIENTE,,,,2026-06-13,,Brandy Mascaró: no localizado precio oficial claro en fuentes objetivo.,PENDIENTE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0929,BRANDY SOLERA MAGNO,0.0,18.26,MAKRO,Magno brandy botella 1 L,18.26,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X186504/0032/0021/Magno-brandy-botella-1L,Precio con IVA/IGIC incluido. €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0930,CAFÉ GRANO DESCAFEINADO RIOBA SUPERIOR,0.0,20.15,MAKRO,RIOBA café en grano descafeinado natural gran selección 1 kg,20.15,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221147/0032/0021/RIOBA-caf%C3%A9-en-grano-descafeinado-natural-gran-selecci%C3%B3n-1Kg,Precio con IVA/IGIC incluido según categoría/ficha. €/kg.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0931,CAFÉ GRANO NATURAL RIOBA SUPERIOR,0.0,20.15,MAKRO,RIOBA café en grano natural gran selección 1 kg,20.15,1 kg,2026-06-13,https://tienda.makro.es/ordercapture/uidispatcher/static/shop/pv/BTY-X69815/0032/0021/RIOBA-caf%C3%A9-en-grano-natural-gran-selecci%C3%B3n-1Kg,Producto equivalente a Rioba superior. Precio con IVA/IGIC incluido según resultado Makro. €/kg.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0932,CAFÉ GRANO DESCAFEINADO MAKRO NORMAL,0.0,9.78,MAKRO,ARO café grano descafeinado 1 kg,9.78,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X178489/0032/0021/aro-caf%C3%A9-grano-descafeinado-1KG,Producto equivalente normal. Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0933,CAFÉ GRANO NATURAL MAKRO NORMAL,0.0,9.78,MAKRO,ARO café en grano natural 1 kg,9.78,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X207655/0033/0021/aro-caf%C3%A9-en-grano-natural-1-Kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0934,CAFÉ MOLIDO DESCAFEINADO 500G(100sobres),0.0,0.1517,MAKRO,NESCAFÉ Classic café soluble descafeinado 100 sobres x 2 g,15.17,100 sobres,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X174580/0032/0021/NESCAFE-CLASSIC-Caf%C3%A9-soluble-descafeinado-100-estuches-de-2-g,Equivalente a café descafeinado en sobres. Normalizado a €/sobre.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0935,CAFÉ SOLUBLE,0.0,22.5,MAKRO,RIOBA café soluble natural 200 g,4.5,200 g,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/despensa/caf%C3%A9/caf%C3%A9-soluble,"Precio categoría Makro: 4,09 € neto / 4,50 € IVA incl. aprox. Normalizado a €/kg.",ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0936,CAFÉ SOLUBLE DESCAFEINADO,0.0,23.6,MAKRO,RIOBA café soluble descafeinado 200 g,4.72,200 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X119674/0032/0021/RIOBA-caf%C3%A9-soluble-descafeinado-200g,Precio con IVA/IGIC incluido. Normalizado a €/kg.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0937,CAMPARI,0.0,14.87,MAKRO,Campari aperitivo botella 1 L,14.87,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X302214/0032/0021/CAMPARI-aperitivo-botella-1l,Precio con IVA/IGIC incluido. €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0938,CAVA BRUT cocina,0.0,,PENDIENTE,,,,2026-06-13,,Cava brut cocina: no localizado equivalente económico claro con precio oficial. Mejor revisar proveedor exacto.,PENDIENTE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0939,CERVEZA ESTRELLA GALICIA 33cl cristal 24u,0.0,0.9675,MAKRO,Estrella Galicia cerveza 33 cl x 24 botellas,23.22,24 botellas x 33 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X101734/0032/0021/Estrella-Galicia-cerveza-33cl-contiene-24-botellas,Precio con IVA/IGIC incluido. Normalizado a €/botella.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0940,CERVEZA NEGRA 33 cl x 4,0.0,0.945,MAKRO,1906 Red Vintage cerveza 33 cl x 6 botellas,5.67,6 botellas x 33 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X145918/0032/0021/1906-cerveza-red-vintage-botella-33cl-x6,Equivalente a cerveza negra/tostada. Precio con IVA/IGIC incluido. Normalizado a €/botella.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0941,CERVEZA RUBIA LITRO,0.0,1.4817,MAKRO,Mahou cerveza clásica 1 L x 6 botellas,8.89,6 botellas x 1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X358894/0032/0021/Mahou-cerveza-Cl%C3%A1sica-1L-contiene-6-botellas,Precio con IVA/IGIC incluido. Normalizado a €/botella de 1 L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0942,CERVEZA SIN ALCOHOL ESTRELLA GALICIA33cl x 24U,0.0,0.4033,MAKRO,"Estrella Galicia cerveza 0,0 25 cl x 24 botellas",9.68,24 botellas x 25 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X115024/0032/0021/Estrella-Galicia-cerveza-0-0-25cl-contiene-24-botellas,"Producto equivalente: 25 cl, no 33 cl. Normalizado a €/botella.",ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0943,CERVEZA TURIA 25CL X24,0.0,0.4363,MAKRO,Estrella Galicia cerveza 25 cl x 24 botellas,10.47,24 botellas x 25 cl,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/bebidas/cervezas/cerveza-rubia,Equivalente a botella 25 cl; no Turia. Precio con IVA/IGIC incluido. Normalizado a €/botella. Revisar marca antes del MASTER.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0944,CERVEZA ESTRELA GALICIA LATA 33cl x 24,0.0,0.6146,MAKRO,Estrella Galicia cerveza 33 cl x 24 latas,14.75,24 latas x 33 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X637224/0032/0021/Estrella-Galicia-cerveza-33cl-contiene-24-latas,Precio con IVA/IGIC incluido. Normalizado a €/lata.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0945,COCA COLA 0% 24 CRISTAL 35CL,0.0,0.7738,MAKRO,Coca-Cola Zero azúcar lata 33 cl x 24 unidades,18.57,24 latas x 33 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X173747/0032/0021/Coca-Cola-zero-lata-33cl-contiene-24-unidades,No se localiza cristal 35 cl; uso lata 33 cl como equivalente. Revisar antes del MASTER.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0946,COCA COLA LATA,0.0,,PENDIENTE,,,,2026-06-13,,Bebida: reservar para lote11 bebidas.,PENDIENTE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0947,COCA COLA 0% LATA 33 clx 24,0.0,0.7738,MAKRO,Coca-Cola Zero azúcar lata 33 cl x 24 unidades,18.57,24 latas x 33 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X173747/0032/0021/Coca-Cola-zero-lata-33cl-contiene-24-unidades,Precio con IVA/IGIC incluido. Normalizado a €/lata.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0948,COCACOLA cristal 35cl 24u,0.0,0.7738,MAKRO,Coca-Cola sabor original lata 33 cl x 24 unidades,18.57,24 latas x 33 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X55721/0033/0021/COCA-COLA-sabor-original-en-lata-33-cl-en-pack-contiene-24-latas,No se localiza cristal 35 cl; uso lata 33 cl como equivalente. Revisar antes del MASTER.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0949,COINTREAU,0.0,25.9143,MAKRO,COINTREAU licor botella 70 cl,18.14,70 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X805145/0032/0021/Cointreau-licor-botella-70cl,Precio con IVA/IGIC incluido. Normalizado a €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0950,COINTREAU PASTELERÍA,0.0,25.9143,MAKRO,COINTREAU licor botella 70 cl,18.14,70 cl,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X805145/0032/0021/Cointreau-licor-botella-70cl,Mismo producto usado para pastelería. Precio con IVA/IGIC incluido. Normalizado a €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0951,COGNAC COURVOSIER,0.0,69.3,MAKRO,Courvoisier VSOP cognac botella 70 cl,48.51,70 cl,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X76989/0032/0021/Courvoisier-Vsop-cognac-botella-70cl,Precio con IVA/IGIC incluido. Normalizado a €/L.,ACTUALIZABLE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
